observation_id,date,time,species_guess,scientific_name,rank,taxon_id,coordinates,place,lat_lon,grade,user
252534988,2017-03-29,2017-03-29T15:06:00-06:00,Arcoiris de Cortés,Thalassoma lucasanum,species,49493,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252534987,2017-03-29,2017-03-29T15:06:00-06:00,Pixy Hawkfish,Cirrhitichthys oxycephalus,species,132687,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252534985,2017-03-29,2017-03-29T15:06:00-06:00,Stony Corals,Scleractinia,order,47532,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",needs_id,d_gonzalez
252534984,2017-03-29,2017-03-29T15:06:00-06:00,Coral Copo de Nieve,Carijoa riisei,species,51012,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",needs_id,d_gonzalez
252534982,2017-03-29,2017-03-29T15:06:00-06:00,Jureles Y Pámpanos,Carangidae,family,47232,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",needs_id,d_gonzalez
252534979,2017-03-29,2017-03-29T15:06:00-06:00,Botete bonito,Canthigaster punctatissima,species,96714,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252534977,2017-03-29,2017-03-29T15:06:00-06:00,vieja mexicana,Bodianus diplotaenia,species,57333,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252534976,2017-03-29,2017-03-29T15:06:00-06:00,Finescale Triggerfish,Balistes polylepis,species,95064,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252534975,2017-03-29,2017-03-29T15:06:00-06:00,Arcoiris de Cortés,Thalassoma lucasanum,species,49493,"[-83.3023924782, 8.5970647922]","Golfo Dulce, Costa Rica","8.5970647922,-83.3023924782",research,d_gonzalez
252474277,2021-03-27,2021-03-27T20:52:00-07:00,corambe del Pacífico,Corambe pacifica,species,50032,"[-116.6672138889, 31.8630666667]","U.A.B.C., Ensenada, B.C., México","31.8630666667,-116.6672138889",research,d_gonzalez
252474276,2021-03-26,2021-03-26T16:03:00-07:00,Ammotheidae,Ammotheidae,family,51488,"[-116.6673815171, 31.8630201534]","U.A.B.C., Ensenada, B.C., México","31.8630201534,-116.6673815171",needs_id,d_gonzalez
252474274,2020-02-12,2020-02-12T14:41:00-08:00,Eubranchus,Eubranchus,genus,50467,"[-116.6673444444, 31.863025]","U.A.B.C., Ensenada, B.C., México","31.863025,-116.6673444444",casual,d_gonzalez
252474273,2020-08-23,2020-08-23T19:30:00-07:00,Nuttallina,Nuttallina,genus,63049,"[-116.6676603109, 31.8614104615]","Ensenada, MX-BN, MX","31.8614104615,-116.6676603109",needs_id,d_gonzalez
252474272,2021-06-01,2021-06-01T12:49:00-07:00,Caenogastropoda,Caenogastropoda,subclass,246139,"[-116.66745, 31.8630611111]","U.A.B.C., Ensenada, B.C., México","31.8630611111,-116.66745",needs_id,d_gonzalez
252474269,2021-06-08,,Caracol Estrella Corrugado,Megastraea undosa,species,121180,"[-116.667327717, 31.8630011013]","U.A.B.C., Ensenada, B.C., México","31.8630011013,-116.667327717",needs_id,d_gonzalez
252474270,2021-06-08,,Apostichopus californicus,Apostichopus californicus,species,202640,"[-116.667327717, 31.8629737649]","U.A.B.C., Ensenada, B.C., México","31.8629737649,-116.667327717",needs_id,d_gonzalez
252474268,2020-09-15,2020-09-15T17:21:00-07:00,Ciprea Castaña,Neobernaya spadicea,species,311419,"[-116.6672888889, 31.8629416667]","U.A.B.C., Ensenada, B.C., México","31.8629416667,-116.6672888889",research,d_gonzalez
252474265,2020-01-31,2020-01-31T19:23:00-08:00,Kellet's Whelk,Kelletia kelletii,species,125663,"[-116.6674055556, 31.8629666667]","U.A.B.C., Ensenada, B.C., México","31.8629666667,-116.6674055556",research,d_gonzalez
252474264,2020-04-28,,Ophiolepis,Ophiolepis,genus,247029,"[-116.6677568704, 31.8614667004]","Ensenada, MX-BN, MX","31.8614667004,-116.6677568704",needs_id,d_gonzalez
252474263,2021-03-26,2021-03-26T14:06:00-07:00,Liebre marina de California,Aplysia californica,species,48655,"[-116.6677139551, 31.8614884741]","Ensenada, MX-BN, MX","31.8614884741,-116.6677139551",research,d_gonzalez
252474262,2021-03-26,2021-03-26T14:06:00-07:00,Black Seahare,Aplysia,genus,48657,"[-116.6677139551, 31.8614884741]","Ensenada, MX-BN, MX","31.8614884741,-116.6677139551",needs_id,d_gonzalez
252474261,2020-10-04,,Xantic Sargo,Anisotremus davidsonii,species,94130,"[-116.6580166942, 31.8621346197]","Zona Playitas, 22870 Ensenada, B.C., México","31.8621346197,-116.6580166942",research,d_gonzalez
252474260,2020-10-04,,Cabrilla sargacera,Paralabrax clathratus,species,108547,"[-116.6580166942, 31.8621346197]","Zona Playitas, 22870 Ensenada, B.C., México","31.8621346197,-116.6580166942",research,d_gonzalez
252474259,2020-10-04,,Liebres marinas,Aplysia,genus,48657,"[-116.6580166942, 31.8621346197]","Zona Playitas, 22870 Ensenada, B.C., México","31.8621346197,-116.6580166942",needs_id,d_gonzalez
252474258,2020-10-04,2020-10-04T17:30:00-07:00,California Golden Gorgonian,Muricea californica,species,485383,"[-116.6580166942, 31.8621346197]","Zona Playitas, 22870 Ensenada, B.C., México","31.8621346197,-116.6580166942",research,d_gonzalez
252474257,2020-10-04,2020-10-04T17:30:00-07:00,Muricea,Muricea,genus,132267,"[-116.6580166942, 31.8621346197]","Zona Playitas, 22870 Ensenada, B.C., México","31.8621346197,-116.6580166942",needs_id,d_gonzalez
252474256,2020-08-23,,Anémona Verde Gigante,Anthopleura xanthogrammica,species,51659,"[-116.6678259363, 31.8614429126]","Ensenada, MX-BN, MX","31.8614429126,-116.6678259363",research,d_gonzalez
252474255,2020-08-23,,Pulpo Café de Baja California,Octopus bimaculatus,species,121162,"[-116.6678410944, 31.8614793618]","Ensenada, MX-BN, MX","31.8614793618,-116.6678410944",needs_id,d_gonzalez
252474253,2020-08-23,,Fathead Sculpins,Clinocottus analis,species,117533,"[-116.6678410944, 31.8614793618]","Ensenada, MX-BN, MX","31.8614793618,-116.6678410944",needs_id,d_gonzalez
252474252,2020-08-23,,Fathead Sculpins,Clinocottus analis,species,117533,"[-116.6678410944, 31.8614793618]","Ensenada, MX-BN, MX","31.8614793618,-116.6678410944",needs_id,d_gonzalez
252474251,2021-02-10,2021-02-10T17:59:00-08:00,Anémona estrella,Anthopleura sola,species,49051,"[-116.6677401056, 31.8614611372]","Ensenada, MX-BN, MX","31.8614611372,-116.6677401056",research,d_gonzalez
252474250,2019-12-26,2019-12-26T16:28:00-08:00,Sunburst Anemone,Anthopleura sola,species,49051,"[-116.6680305556, 31.8612833333]","Ensenada, Baja California, Mexico","31.8612833333,-116.6680305556",research,d_gonzalez
252474248,2019-12-26,2019-12-26T16:36:00-08:00,Stenoplax,Stenoplax,genus,56693,"[-116.6677694444, 31.8613333333]","Ensenada, Baja California, Mexico","31.8613333333,-116.6677694444",needs_id,d_gonzalez
252474247,2019-12-28,2019-12-28T17:57:00-08:00,Red Sea Urchin,Mesocentrotus franciscanus,species,992313,"[-116.6676820311, 31.8614808425]","Ensenada, MX-BN, MX","31.8614808425,-116.6676820311",research,d_gonzalez
252474246,2019-12-28,2019-12-28T14:04:00-08:00,Estrellas Quebradizas,Ophiuroidea,class,48836,"[-116.6674888889, 31.8616472222]","U.A.B.C., Ensenada, B.C., México","31.8616472222,-116.6674888889",needs_id,d_gonzalez
252474245,2019-12-26,2019-12-26T15:57:00-08:00,Stenoplax conspicua,Stenoplax conspicua,species,56692,"[-116.6673277778, 31.8614583333]","Ensenada, Baja California, Mexico","31.8614583333,-116.6673277778",research,d_gonzalez
252474243,2019-12-28,2019-12-28T16:18:00-08:00,Erizo de Mar Morado,Strongylocentrotus purpuratus,species,48035,"[-116.667525, 31.8613694444]","Ensenada, Baja California, Mexico","31.8613694444,-116.667525",needs_id,d_gonzalez
252474241,2019-12-28,2019-12-28T15:36:00-08:00,Black Seahare,Aplysia vaccaria,species,49857,"[-116.6681277778, 31.8615388889]","Ensenada, Baja California, Mexico","31.8615388889,-116.6681277778",research,d_gonzalez
252474239,2019-12-28,2019-12-28T15:35:00-08:00,Estrellas Quebradizas,Ophiuroidea,class,48836,"[-116.6681277778, 31.861525]","Ensenada, Baja California, Mexico","31.861525,-116.6681277778",needs_id,d_gonzalez
252474238,2019-12-28,2019-12-28T15:34:00-08:00,Heptacarpus,Heptacarpus,genus,63680,"[-116.6681277778, 31.861525]","Ensenada, Baja California, Mexico","31.861525,-116.6681277778",needs_id,d_gonzalez
252474237,2019-12-28,2019-12-28T15:33:00-08:00,Estrellas Quebradizas,Ophiuroidea,class,48836,"[-116.6681361111, 31.8615222222]","Ensenada, Baja California, Mexico","31.8615222222,-116.6681361111",needs_id,d_gonzalez
252474236,2019-12-28,2019-12-28T14:59:00-08:00,Mejillón de California,Mytilus californianus,species,62806,"[-116.6678388889, 31.86145]","Ensenada, Baja California, Mexico","31.86145,-116.6678388889",needs_id,d_gonzalez
252474235,2019-12-28,2019-12-28T14:59:00-08:00,Gooseneck Barnacle,Pollicipes polymerus,species,48786,"[-116.6678388889, 31.86145]","Ensenada, Baja California, Mexico","31.86145,-116.6678388889",research,d_gonzalez
252474234,2020-02-17,2020-02-17T12:49:00-08:00,Spotted Dorid,Triopha maculata,species,47110,"[-116.6673666667, 31.8630166667]","U.A.B.C., Ensenada, B.C., México","31.8630166667,-116.6673666667",research,d_gonzalez
252474233,2020-02-15,2020-02-15T17:45:00-08:00,Patiria miniata,Patiria miniata,species,48830,"[-116.6673444444, 31.8628666667]","U.A.B.C., Ensenada, B.C., México","31.8628666667,-116.6673444444",research,d_gonzalez
252474232,2020-02-07,2020-02-07T15:47:00-08:00,Melibe leonina,Melibe leonina,species,48455,"[-116.6673444444, 31.8630194444]","U.A.B.C., Ensenada, B.C., México","31.8630194444,-116.6673444444",research,d_gonzalez
252450593,2017-04-29,2017-04-29T13:39:00-06:00,Chiton stokesii,Chiton stokesii,species,484192,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450592,2017-04-30,2017-04-30T09:58:00-06:00,Camarones Mantis,Stomatopoda,order,49796,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450591,2017-04-30,2017-04-30T09:39:00-06:00,Pepinos de Mar,Holothuroidea,class,47720,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450590,2017-04-30,2017-04-30T09:32:00-06:00,Quitón de Forbes,Tonicia forbesii,species,883908,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450588,2017-04-30,2017-04-30T09:30:00-06:00,Iphione,Iphione,genus,355684,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450586,2017-04-30,2017-04-30T09:23:00-06:00,Panama pearl oyster,Pinctada mazatlanica,species,204978,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450585,2017-04-30,2017-04-30T09:18:00-06:00,Esponjas Y Parientes,Porifera,phylum,48824,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450584,2017-04-30,2017-04-30T09:16:00-06:00,Gemophos,Gemophos,genus,246693,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450583,2017-04-30,2017-04-30T09:13:00-06:00,Quitón de Forbes,Tonicia forbesii,species,883908,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450582,2017-04-30,2017-04-30T09:15:00-06:00,Bottleneck Sea Cucumber,Holothuria impatiens,species,195762,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450581,2017-04-30,2017-04-30T09:12:00-06:00,slate pencil urchin,Eucidaris thouarsii,species,57294,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450577,2017-04-30,2017-04-30T09:10:00-06:00,Exaiptasia diaphana,Exaiptasia diaphana,species,785634,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450576,2017-04-30,2017-04-30T09:07:00-06:00,Pennaria disticha,Pennaria disticha,species,195464,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450573,2017-04-30,2017-04-30T09:02:00-06:00,Bottleneck Sea Cucumber,Holothuria impatiens,species,195762,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",research,d_gonzalez
252450572,2017-04-30,2017-04-30T09:02:00-06:00,slate pencil urchin,Eucidaris thouarsii,species,57294,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450567,2017-04-30,2017-04-30T08:27:00-06:00,Gusanos tubícolas plumosos,Sabellidae,family,49282,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450565,2017-04-30,2017-04-30T08:27:00-06:00,Neaxius,Neaxius,genus,248327,"[-85.800109771, 10.9253412257]","Bahía Santa Elena, Costa Rica","10.9253412257,-85.800109771",needs_id,d_gonzalez
252450564,2017-04-29,2017-04-29T14:20:00-06:00,Pleurobranchus areolatus,Pleurobranchus areolatus,species,49908,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450563,2017-04-29,2017-04-29T14:20:00-06:00,Pepino de Mar Californiano,Pseudocnus californicus,species,293123,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450562,2017-04-29,2017-04-29T14:14:00-06:00,Ascidea de Birkeland,Rhopalaea birkelandi,species,338499,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450560,2017-04-29,2017-04-29T14:14:00-06:00,Erizo Punta de Lapiz,Eucidaris thouarsii,species,57294,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450559,2017-04-29,2017-04-29T14:11:00-06:00,Pepino de Mar Californiano,Pseudocnus californicus,species,293123,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450556,2017-04-29,2017-04-29T14:11:00-06:00,Pepinos de Mar,Holothuria,genus,52393,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450555,2017-04-29,2017-04-29T14:02:00-06:00,Pepinos de Mar Filtradores,Dendrochirotida,order,49482,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450554,2017-04-29,2017-04-29T14:02:00-06:00,Actiniaria,Actiniaria,order,47797,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450553,2017-04-29,2017-04-29T14:00:00-06:00,Bolinopsidae,Bolinopsidae,family,171735,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450549,2017-04-29,2017-04-29T13:57:00-06:00,Bunodosoma grande,Bunodosoma grande,species,736005,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450548,2017-04-29,2017-04-29T13:55:00-06:00,Erizo de flor rosa,Toxopneustes roseus,species,195811,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450546,2017-04-29,2017-04-29T13:53:00-06:00,morena estriada,Echidna nebulosa,species,54441,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450542,2017-04-29,2017-04-29T13:51:00-06:00,Erizo Punta de Lapiz,Eucidaris thouarsii,species,57294,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450541,2017-04-29,2017-04-29T13:51:00-06:00,Estrellas Quebradizas,Ophiuroidea,class,48836,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450540,2017-04-29,2017-04-29T13:50:00-06:00,Pepinos de Mar Filtradores,Dendrochirotida,order,49482,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450537,2017-04-29,2017-04-29T13:49:00-06:00,Catolasmus pilsbryi,Catolasmus pilsbryi,species,1399939,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450535,2017-04-29,2017-04-29T13:47:00-06:00,morena pinta,Muraena lentiginosa,species,85111,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450533,2017-04-29,2017-04-29T13:46:00-06:00,Erizo Marino de Las Rocas,Echinometra vanbrunti,species,195812,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450532,2017-04-29,2017-04-29T13:46:00-06:00,Borracho mono,Ophioblennius steindachneri,species,107645,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450531,2017-04-29,2017-04-29T13:44:00-06:00,Pennaria,Pennaria,genus,191218,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450530,2017-04-29,2017-04-29T13:42:00-06:00,Erizo de flor rosa,Toxopneustes roseus,species,195811,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450528,2017-04-29,2017-04-29T13:40:00-06:00,Jaqueta Acapulqueña,Stegastes acapulcoensis,species,113101,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450527,2017-04-29,2017-04-29T13:40:00-06:00,Erizo Bandeado,Diadema mexicanum,species,83298,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450526,2017-04-29,2017-04-29T13:40:00-06:00,Jureles Y Pámpanos,Carangidae,family,47232,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450525,2017-04-29,2017-04-29T13:36:00-06:00,Erizo café,Tripneustes depressus,species,67762,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450524,2017-04-29,2017-04-29T13:34:00-06:00,Erizo Marino de Las Rocas,Echinometra vanbrunti,species,195812,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450522,2017-04-29,2017-04-29T10:41:00-06:00,Raya Águila Oriental,Aetobatus laticeps,species,1303461,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450521,2017-04-29,2017-04-29T10:26:00-06:00,Estrella cojín,Pentaceraster cumingi,species,56775,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450519,2017-04-29,2017-04-29T10:20:00-06:00,Octopus,Octopus,genus,47456,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450518,2017-04-29,2017-04-29T10:15:00-06:00,Erizo café,Tripneustes depressus,species,67762,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450517,2017-04-29,2017-04-29T10:10:00-06:00,morena pinta,Muraena lentiginosa,species,85111,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450516,2017-04-29,2017-04-29T10:00:00-06:00,Lion's Paw Sea Cucumber,Euapta godeffroyi,species,50787,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450514,2017-04-29,2017-04-29T10:00:00-06:00,Erizo Bandeado,Diadema mexicanum,species,83298,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450513,2017-04-29,2017-04-29T09:57:00-06:00,Corneta pintada,Fistularia commersonii,species,57399,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450511,2017-04-29,2017-04-29T09:19:00-06:00,Erizo Punta de Lapiz,Eucidaris thouarsii,species,57294,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450508,2017-04-29,2017-04-29T09:19:00-06:00,Erizo Bandeado,Diadema mexicanum,species,83298,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",needs_id,d_gonzalez
252450505,2017-04-29,2017-04-29T08:56:00-06:00,Exaiptasia diaphana,Exaiptasia diaphana,species,785634,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450504,2017-04-29,2017-04-29T07:59:00-06:00,Exaiptasia diaphana,Exaiptasia diaphana,species,785634,"[-85.7128096, 10.942263]","Bahía Cuajiniquil, Costa Rica","10.942263,-85.7128096",research,d_gonzalez
252450503,2017-04-30,2017-04-30T10:13:00-06:00,Placospongia,Placospongia,genus,247178,"[-85.7999758, 10.9209212]","Bahía Santa Elena, Costa Rica","10.9209212,-85.7999758",needs_id,d_gonzalez
252450500,2017-04-30,2017-04-30T09:58:00-06:00,Estrellas Quebradizas,Ophiuroidea,class,48836,"[-85.7999758, 10.9209212]","Bahía Santa Elena, Costa Rica","10.9209212,-85.7999758",needs_id,d_gonzalez
252450498,2017-04-30,2017-04-30T09:58:00-06:00,Erizo Café,Tripneustes depressus,species,67762,"[-85.7999758, 10.9209212]","Bahía Santa Elena, Costa Rica","10.9209212,-85.7999758",needs_id,d_gonzalez
252442171,2024-05-26,2024-05-26T08:26:00-06:00,morena pinta,Muraena lentiginosa,species,85111,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442170,2024-05-26,2024-05-26T08:23:00-06:00,halcón de coral,Cirrhitichthys oxycephalus,species,132687,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442167,2024-05-26,2024-05-26T08:23:00-06:00,Señorita herida,Halichoeres chierchiae,species,102035,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442165,2024-05-26,2024-05-26T10:36:00-06:00,Ángel real,Holacanthus passer,species,56797,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442160,2024-05-26,2024-05-26T10:35:00-06:00,Flame Sea Cucumber,Cucumaria flamma,species,255772,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442159,2024-05-26,2024-05-26T10:27:00-06:00,halcón narigón,Oxycirrhites typus,species,121197,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442155,2024-05-26,2024-05-26T10:27:00-06:00,Botete bonito,Canthigaster punctatissima,species,96714,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442151,2024-05-26,2024-05-26T10:27:00-06:00,Leptogorgia,Leptogorgia,genus,195584,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442150,2024-05-26,2024-05-26T10:27:00-06:00,Leptogorgia,Leptogorgia,genus,195584,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442149,2024-05-26,2024-05-26T10:25:00-06:00,Cabrilla enjambre,Cephalopholis panamensis,species,97000,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442147,2024-05-26,2024-05-26T10:24:00-06:00,Gorgonia Blanca,Leptogorgia alba,species,195546,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442144,2024-05-26,2024-05-26T10:22:00-06:00,morena pinta,Muraena lentiginosa,species,85111,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442142,2024-05-26,2024-05-26T10:16:00-06:00,jabonero moteado,Rypticus bicolor,species,111903,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442141,2024-05-26,2024-05-26T10:16:00-06:00,Pepino de Mar Rosado Ceniciento,Holothuria fuscocinerea,species,195764,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442137,2024-05-26,2024-05-26T10:11:00-06:00,Esponja amarilla,Aplysina gerardogreeni,species,1091442,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",research,d_gonzalez
252442135,2024-05-26,2024-05-26T10:10:00-06:00,Coral Sol,Tubastraea coccinea,species,51802,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442134,2024-05-26,2024-05-26T10:10:00-06:00,Erizo Bandeado,Diadema mexicanum,species,83298,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442130,2024-05-26,2024-05-26T08:51:00-06:00,Coral Sol,Tubastraea coccinea,species,51802,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442129,2024-05-26,2024-05-26T08:51:00-06:00,Morenas,Muraena clepsydra,species,106237,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
252442128,2024-05-26,2024-05-26T08:50:00-06:00,Corales de dedos,Porites,genus,47530,"[-85.9544582591, 10.853905667]","Islas Murciélago, Costa Rica","10.853905667,-85.9544582591",needs_id,d_gonzalez
